Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng Sông Lam 2
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng Sông Lam 2
Mã chứng khoán:,PX1
Mã ISIN:,VN000000PX16
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 236/2010/GCNCP-VSD do VSD cấp lần đầu ngày 29/09/2010, số 236/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 25/8/2015"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
