Keys,Values
Tên TCPH:,"
Công ty cổ phần Dich vụ Ô tô Hàng Xanh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dich vụ Ô tô Hàng Xanh
Mã chứng khoán:,HAX
Mã ISIN:,VN000000HAX1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 80/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp lần đầu ngày 20/12/2006, số 80/2006/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 02/12/2021"
Tổng số chứng khoán đăng ký:,49.516.982 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,495.169.820.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
