Keys,Values
Tên TCPH:,"
Tổng CTCP Dịch vụ kỹ thuật Dầu khí Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng CTCP Dịch vụ kỹ thuật Dầu khí Việt Nam
Mã chứng khoán:,PVS
Mã ISIN:,VN000000PVS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 05/2007/GCNCP-VSD cấp lần đầu ngày 11/09/2007, số 05/2007/GCNCP-VSD-6 cấp sửa đổi lần 6 ngày 12/12/2018"
Tổng số chứng khoán đăng ký:,477.966.290 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.779.662.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
