Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM
"
Tên chứng khoán:,"Cổ phiếu Công ty Cổ phần Sản xuất, Thương mại và Dịch vụ ô tô PTM"
Mã chứng khoán:,PTM
Mã ISIN:,VN000000PTM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 02/2009/GCNCP-VSD do VSD cấp lần đầu ngày 05/01/2009, Số 02/2009/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 16/09/2011"
Tổng số chứng khoán đăng ký:,4.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,42.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
