Keys,Values
Tên TCPH:,"
Công ty CP chế biến và XNK thuỷ sản Cadovimex
"
Tên chứng khoán:,Cổ phiếu CTCP chế biến và XNK thuỷ sản Cadovimex
Mã chứng khoán:,CAD
Mã ISIN:,VN000000CAD4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 96/2008/GCNCP-CNTTLK  do TTLKCK Việt Nam cấp ngày 19/09/2008, thay đổi lần 01 ngày 29/9/2010"
Tổng số chứng khoán đăng ký:,8.799.927 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,87.999.270.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
