Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước khoáng Quảng Ninh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước khoáng Quảng Ninh
Mã chứng khoán:,QHW
Mã ISIN:,VN000000QHW9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 167/2016/GCNCP-VSD do VSD cấp lần đầu ngày 02/12/2016
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
