Keys,Values
Tên TCPH:,"
CTCP Tư vấn Xây dựng Điện 2
"
Tên chứng khoán:,Cổ phiếu CTCP Tư vấn Xây dựng điện 2
Mã chứng khoán:,TV2
Mã ISIN:,VN000000TV22
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 60/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 25/09/2009, Số: 60/2009/GCNCP-VSD-8 cấp thay đổi lần 8 ngày 27/08/2021"
Tổng số chứng khoán đăng ký:,45.018.141 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,450.181.410.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
