Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Hoàng Kim Tây Nguyên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Hoàng Kim Tây Nguyên
Mã chứng khoán:,CTC
Mã ISIN:,VN000000CTC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 29/2008/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 20/06/2008; số 29/2008/GCNCP-VSD-5 cấp thay đổi lần 05 ngày 19/05/2021
Tổng số chứng khoán đăng ký:,15.799.926 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,157.999.260.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
