Keys,Values
Tên TCPH:,"
CTCP Rạng Đông Holding
"
Tên chứng khoán:,Cổ phiếu CTCP Rạng Đông Holding
Mã chứng khoán:,RDP
Mã ISIN:,VN000000RDP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 034/2009/GCNCP-VSD-2 do VSD cấp lần đầu ngày 22/07/2009, số 034/2009/GCNCP-VSD-11 cấp thay đổi lần 11 ngày 08/03/2022"
Tổng số chứng khoán đăng ký:,49.069.803 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,490.698.030.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
