Keys,Values
Tên TCPH:,"
Công ty Cổ phần Bột giặt NET
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Bột giặt NET
Mã chứng khoán:,NET
Mã ISIN:,VN000000NET9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 210/2010/GCNCP-VSD do VSD cấp lần đầu ngày 20/08/2010, Số 210/2010/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 07/10/2016"
Tổng số chứng khoán đăng ký:,22.398.374 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,223.983.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
