Keys,Values
Tên TCPH:,"
Công ty cổ phần Khu công nghiệp Hiệp Phước
"
Tên chứng khoán:,Cổ phiếu CTCP Khu công nghiệp Hiệp Phước
Mã chứng khoán:,HPI
Mã ISIN:,VN000000HPI0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 16/2013/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 30/07/2013, cấp thay đổi lần 1 ngày 18/01/2017"
Tổng số chứng khoán đăng ký:,60.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,600.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
