Keys,Values
Tên TCPH:,"
Công ty cổ phần Hùng Vương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hùng Vương
Mã chứng khoán:,HVG
Mã ISIN:,VN000000HVG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 101/2009/GCNCP-CNVSD do VSD cấp lần đầu ngày 16/11/2009, số 101/2009/GCNCP-CNVSD-6 cấp thay đổi lần 6 ngày 31/03/2016"
Tổng số chứng khoán đăng ký:,227.038.291 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.270.382.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
