Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
Mã chứng khoán:,CCL
Mã ISIN:,VN000000CCL3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 06/2011/GCNCP-VSD cấp lần đầu ngày 13/01/2011, Số 06/2011/GCNCP-VSD-3 thay đổi lần 3 ngày 21/03/2018"
Tổng số chứng khoán đăng ký:,47.499.885 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,474.998.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
