Keys,Values
Tên TCPH:,"
Công ty Cổ phần chứng khoán Rồng việt
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán Rồng việt
Mã chứng khoán:,VDS
Mã ISIN:,VN000000VDS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 15/2009/GCNCP-VSD  do VSD cấp lần đầu ngày 17/6/2009, Số:  15/2009/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 09/08/2021"
Tổng số chứng khoán đăng ký:,105.104.665 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.051.046.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
