Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Nhãn Hiệu Việt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Nhãn Hiệu Việt
Mã chứng khoán:,ABR
Mã ISIN:,VN000000ABR6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 197/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2016, số 197/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 31/12/2019"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
