Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thành Thành Công-Biên Hòa
"
Tên chứng khoán:,Trái phiếu SBTB2124001
Mã chứng khoán:,SBT121002
Mã ISIN:,VNSBT1210024
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 09/2021/GCNTP-VSD do VSD cấp lần đầu ngày 25/03/2021
Tổng số chứng khoán đăng ký:,7.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,700.000.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành ra công chúng
Lãi suất:,"+  Lãi suất cho 4 kỳ tính lãi đầu tiên: 10,0%/năm;

+ Lãi suất cho mỗi kỳ tính lãi còn lại: bằng tổng của 3,875%/năm và lãi suất tham chiếu của kỳ tính lãi đó."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,03 năm
Ngày phát hành:,26/01/2021
Ngày đáo hạn:,26/01/2024
Nơi quản lý tại VSD:,Chi nhánh
