Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường Đô Thị Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường Đô Thị Đà Nẵng
Mã chứng khoán:,DNE
Mã ISIN:,VN000000DNE3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 02/2017/GCNCP-VSD do VSD cấp lần đầu ngày 04/01/2017
Tổng số chứng khoán đăng ký:,5.773.600 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,57.736.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
