Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển năng lượng Sơn Hà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển năng lượng Sơn Hà
Mã chứng khoán:,SHE
Mã ISIN:,VN000000SHE3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 114/2018/GCNCP-VSD do VSD  cấp lần đầu ngày 20/12/2018; số 114/2018/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 20/10/2021
Tổng số chứng khoán đăng ký:,7.987.948 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,79.879.480.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
