Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vinaceglass
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vinaceglass
Mã chứng khoán:,CGV
Mã ISIN:,VN000000CGV3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 108/2017/GCNCP-VSD do VSD cấp ngày 30/05/2017; Số 108/2017/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 24/02/2022
Tổng số chứng khoán đăng ký:,9.499.956 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,94.999.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
