Keys,Values
Tên TCPH:,"
Công ty cổ phần tập đoàn Thiên Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Thiên Long
Mã chứng khoán:,TLG
Mã ISIN:,VN000000TLG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 20/2010/GCNCP-CNVSD do VSD cấp  lần đầu ngày 28/01/2010, Số: 20/2010/GCNCP-VSD- 11 cấp sửa đổi lần thứ 11 ngày 16/10/2019"
Tổng số chứng khoán đăng ký:,77.794.453 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,777.944.530.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
