Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.NVL.KIS.M.CA.T.06
Mã chứng quyền:,CNVL2102
Mã ISIN:,VN0CNVL21026
Mã chứng khoán cơ sở:,NVL
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,5 tháng
Ngày đáo hạn:,27/09/2021
Tỷ lệ chuyển đổi:,"11,7928:1"
Giá thực hiện:,94.636  đồng
Giá phát hành lần đầu:,1.100  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số 60/2021/GCNCW-VSD do VSD cấp ngày 11/05/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,3.300.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
