Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xi măng Hà Tiên 1
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xi măng Hà Tiên 1
Mã chứng khoán:,HT1
Mã ISIN:,VN000000HT12
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 97/2007/GCNCP-CNVSD-3 do TTLKCK Việt Nam cấp lần đầu ngày 30/10/2007, cấp thay đổi lần thứ 4 ngày 30/11/2016"
Tổng số chứng khoán đăng ký:,381.589.911 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.815.899.110.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
