Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xây dựng DIC Holdings
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xây dựng DIC Holdings
Mã chứng khoán:,DC4
Mã ISIN:,VN000000DC49
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 31/2008/GCNCP-VSD do VSD cấp lần đầu ngày 02/07/2008, Số 31/2008/GCNCP-VSD-14 cấp thay đổi lần 14 ngày 15/02/2022"
Tổng số chứng khoán đăng ký:,50.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
