Keys,Values
Tên TCPH:,"
Công ty cổ phần Bia Hà Nội - Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bia Hà Nội - Hải Phòng
Mã chứng khoán:,BHP
Mã ISIN:,VN000000BHP5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,55/2011/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp ngày 20/07/2011
Tổng số chứng khoán đăng ký:,9.179.290 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,91.792.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
