Keys,Values
Tên TCPH:,"
Công ty Cổ phần Công nghiệp Khoáng sản Bình Thuận
"
Tên chứng khoán:,Cổ phiếu CTCP Công nghiệp Khoáng sản Bình Thuận
Mã chứng khoán:,KSA
Mã ISIN:,VN000000KSA5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 155/2010/GCNCP-VSD do VSD cấp lần đầu ngày 06/07/2010, Số 155/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 26/11/2015"
Tổng số chứng khoán đăng ký:,93.427.360 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,934.273.600.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
