Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu chính quyền địa phương TP.HCM đợt 01 năm 2014
Mã chứng khoán:,HCMB14181
Mã ISIN:,VNHCMB141816
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,số 65/2014/GCNTP-VSD do VSD cấp ngày 02/10/2014
Tổng số chứng khoán đăng ký:,12.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.200.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,"7,83%/năm"
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau, mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Lãi trái phiếu được bảo lưu, không tính nhập gốc. Tiền gốc được thanh toán một lần bằng mệnh giá khi đáo hạn"
Kỳ hạn:,15 năm
Ngày phát hành:,02/10/2014
Ngày đáo hạn:,02/10/2029
Nơi quản lý tại VSD:,Trụ sở chính
