Keys,Values
Tên TCPH:,"
Công ty cổ phần Khảo sát và Xây dựng - USCO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khảo sát và Xây dựng - USCO
Mã chứng khoán:,USC
Mã ISIN:,VN000000USC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 07/2017/GCNCP-VSD do VSD cấp lần đầu ngày 05/01/2017
Tổng số chứng khoán đăng ký:,5.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,55.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
