Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH (QHTPT) đợt 1/2003
Mã chứng khoán:,CP4A0103
Mã ISIN:,VN0CP4A01037
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,550.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,55.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9.2%/năm
Cách thức trả lãi:,
Kỳ hạn:,10 năm
Ngày phát hành:,21/01/2003
Ngày đáo hạn:,21/01/2013
Nơi quản lý tại VSD:,Trụ sở chính
