Keys,Values
Tên TCPH:,"
Công ty cổ phần Thực phẩm Sao Ta
"
Tên chứng khoán:,Cổ phiếu Công ty CP thực phẩm Sao Ta
Mã chứng khoán:,FMC
Mã ISIN:,VN000000FMC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 43/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 24/11/2006, Số 43/2006/GCNCP-VSD- 12 cấp thay đổi lần 12 ngày 25/01/2022"
Tổng số chứng khoán đăng ký:,65.388.889 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,653.888.890.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
