Keys,Values
Tên TCPH:,"
Công ty Cổ phần Giám định Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Giám định Vinacomin
Mã chứng khoán:,VQC
Mã ISIN:,VN000000VQC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 114/2009/GCNCP-VSD do VSD cấp lần đầu ngày 18/12/2009, Số 114/2009/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 21/07/2016"
Tổng số chứng khoán đăng ký:,3.599.580 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.995.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
