Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Đa quốc gia I.D.I
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Đa quốc gia I.D.I
Mã chứng khoán:,IDI
Mã ISIN:,VN000000IDI4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 22/2011/GCNCP-VSD do VSD cấp lần đầu ngày 31/03/2011, Số 23/2011/GCNCP-VSD-6  cấp thay đổi lần 6 ngày 15/11/2019"
Tổng số chứng khoán đăng ký:,227.644.608 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.276.446.080.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
