Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Bảo hiểm Hàng không
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Bảo hiểm Hàng không
Mã chứng khoán:,AIC
Mã ISIN:,VN000000AIC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 67/2020/GCNCP-VSD do VSD cấp ngày 12/11/2020
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
