Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.CTD.KIS.M.CA.T.01
Mã chứng quyền:,CCTD2001
Mã ISIN:,VN0CCTD20014
Mã chứng khoán cơ sở:,CTD
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Xây dựng Coteccons
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,8 tháng
Ngày đáo hạn:,16/12/2020
Tỷ lệ chuyển đổi:,"9,6226:1"
Giá thực hiện:,77.835  đồng
Giá phát hành lần đầu:,1.540  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số 52/2020/GCNCW-VSD do VSD cấp lần đầu ngày 05/05/2020; Số 52/2020/GCNCW-VSD-1 thay đổi lần 1 ngày 31/07/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,1.540.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,856.970 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
