Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mã chứng khoán:,VDB111058
Mã ISIN:,VNVDB1110586
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,58/2011/GCNTP-VSD do VSD cấp ngày 11/10/2011
Tổng số chứng khoán đăng ký:,8.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,800.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,12.25%/năm
Cách thức trả lãi:,Trả sau mỗi năm trùng vào ngày phát hành
Kỳ hạn:,05 năm
Ngày phát hành:,04/10/2011
Ngày đáo hạn:,04/10/2016
Nơi quản lý tại VSD:,Trụ sở chính
