Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản Lý Quỹ VinaCapital
"
Tên chứng khoán:,Chứng chỉ Quỹ ETF VINACAPITALVN100
Mã chứng khoán:,FUEVN100
Mã ISIN:,VN0FUEVN1002
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,Số 03/2020/GCNETF-VSD do VSD cấp lần đầu ngày 23/06/2020; số 03/2020/GCNETF-VSD-22 cấp thay đổi lần 22 ngày 17/05/2022
Tổng số chứng khoán đăng ký:,12.300.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,123.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
