Keys,Values
Tên TCPH:,"
Công ty Cổ phần Masan High-Tech Materials
"
Tên chứng khoán:,Trái phiếu MSR112023
Mã chứng khoán:,MSR11808
Mã ISIN:,VN0MSR118081
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  71/2018/GCNTP-VSD do VSD cấp lần đầu ngày 24/12/2018
Tổng số chứng khoán đăng ký:,15.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"+ Lãi suất áp dụng cho 02 kỳ hạn 06 tháng đầu tiên: 10%/năm
+ Lãi suất áp dụng cho mỗi kỳ hạn 06 tháng tiếp theo: Lãi suất bằng tổng của 3,25%/năm và trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) bằng tiền đồng Việt Nam kỳ hạn 12 tháng (hoặc tương đương) do Ngân hàng TMCP Công thương Việt Nam - Chi nhánh TP. Hà Nội, Ngân hàng TMCP Ngoại thương Việt Nam - Sở Giao dịch, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Sở Giao dịch, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 1 công bố vào ngày làm việc thứ 7 trước ngày đầu tiên của mỗi kỳ tính lãi."
Cách thức trả lãi:,Thanh toán định kỳ 06 tháng/lần bằng hình thức chuyển khoản
Kỳ hạn:,5 năm
Ngày phát hành:,20/11/2018
Ngày đáo hạn:,20/11/2023
Nơi quản lý tại VSD:,Chi nhánh
