Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sản xuất Thương mại - Dịch vụ Phú Phong
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sản xuất  Thương mại - Dịch vụ Phú Phong
Mã chứng khoán:,PPG
Mã ISIN:,VN000000PPG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,45/2006/GCNCP-VSD-2 do TTLKCK VN cấp thay đổi lần 2 ngày 25/08/2011
Tổng số chứng khoán đăng ký:,7.342.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,73.425.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
