Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thuỷ Điện Cần Đơn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thuỷ Điện Cần Đơn
Mã chứng khoán:,SJD
Mã ISIN:,VN000000SJD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 78/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 15/12/2006, Số 93/2010/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 05/07/2017"
Tổng số chứng khoán đăng ký:,68.998.620 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,689.986.200.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
