Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Alphanam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Alphanam
Mã chứng khoán:,ALP
Mã ISIN:,VN000000ALP9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 126/2007/GCNCP-CNTTLK do VSD cấp lần đầu ngày 06/12/2007, Số 126/2007/GCNCP-VSD-7 cấp thay đổi lần thứ 7 ngày 20/08/2012"
Tổng số chứng khoán đăng ký:,192.484.413 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.924.844.130.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
