Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ - Xuất nhập khẩu Nông sản Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ - Xuất nhập khẩu Nông sản Hà Nội
Mã chứng khoán:,HNS
Mã ISIN:,VN000000HNS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 110 /2017/GCNCP-VSD do VSD cấp ngày 02/06/2017
Tổng số chứng khoán đăng ký:,4.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,40.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
