Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược phẩm Trung ương Codupha
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược phẩm Trung ương Codupha
Mã chứng khoán:,CDP
Mã ISIN:,VN000000CDP2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 01/2018/GCNCP-VSD do VSD cấp ngày 09/01/2018
Tổng số chứng khoán đăng ký:,18.270.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,182.700.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
