Keys,Values
Tên TCPH:,"
Công ty Cổ phần Lilama 18
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Lilama 18
Mã chứng khoán:,LM8
Mã ISIN:,VN000000LM88
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 265/2010/GCNCP - VSD do TTLKCK Việt Nam cấp lần đầu ngày 03/11/2010, số 265/2010/GCNCP - VSD-2 thay đổi lần 2 ngày 17/06/2016"
Tổng số chứng khoán đăng ký:,9.388.682 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,93.886.820.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
