Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường Đô thị Hà Đông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường Đô thị Hà Đông
Mã chứng khoán:,MTH
Mã ISIN:,VN000000MTH4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 199/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/08/2010, số 199/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 01/02/2016"
Tổng số chứng khoán đăng ký:,4.787.910 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,47.879.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
