Keys,Values
Tên TCPH:,"
Công ty cổ phần Vật tư Hậu Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vật tư Hậu Giang
Mã chứng khoán:,HAM
Mã ISIN:,VN000000HAM4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 97/2017/GCNCP-VSD do VSD cấp ngày 11/05/2017; Số 97/2017/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 29/04/2022
Tổng số chứng khoán đăng ký:,9.638.061 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,96.380.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
