Keys,Values
Tên TCPH:,"
CTCP Chứng khoán Ngân hàng Sài Gòn - Thương Tín
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán Ngân hàng Sài Gòn - Thương Tín
Mã chứng khoán:,SBS
Mã ISIN:,VN000000SBS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 145/2010/GCNCP-VSD-1 do VSD cấp ngày 25/6/2010, cấp thay đổi lần 1  ngày 26/1/2011"
Tổng số chứng khoán đăng ký:,126.660.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.266.600.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
