Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn EDX
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn EDX
Mã chứng khoán:,EDX
Mã ISIN:,VN000000EDX2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 78/2016/GCNCP-VSD do VSD cấp lần đầu ngày 08/08/2016
Tổng số chứng khoán đăng ký:,20.612.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,206.120.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
