Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu chuyển đổi Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật TP.HCM
Mã chứng khoán:,CII41401
Mã ISIN:,VN0CII414014
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,1.000.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 69/2014/GCNTP-VSD do VSD cấp lần đầu ngày 17/10/2014, Số 69/2014/GCNTP-VSD-5 cấp thay đổi lần 5 ngày 16/07/2018"
Tổng số chứng khoán đăng ký:,10.384 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,10.384.000.000 đồng
Hình thức phát hành:,
Lãi suất:,12%/năm
Cách thức trả lãi:,Tiền lãi trái phiếu được thanh toán 01 năm/lần vào ngày 23/06 hàng năm. Trái phiếu được chuyển đổi thành cổ phiếu sẽ không được hưởng lãi kể từ ngày trả lãi gần nhất cho đến ngày chuyển đổi.
Kỳ hạn:,5 năm
Ngày phát hành:,23/06/2014
Ngày đáo hạn:,23/06/2019
Nơi quản lý tại VSD:,Chi nhánh
