Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng Vina2
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng Vina2
Mã chứng khoán:,VC2
Mã ISIN:,VN000000VC21
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 19/2006/GCNCP-VSD do VSD cấp lần đầu ngày 05/12/2006, số 19/2006/GCNCP-VSD-9 cấp thay đổi lần thứ 9 ngày 03/12/2021"
Tổng số chứng khoán đăng ký:,40.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
