Keys,Values
Tên TCPH:,"
Công ty cổ phần In Hàng không
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần In Hàng không
Mã chứng khoán:,IHK
Mã ISIN:,VN000000IHK1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 199/2009/GCNCP-VSD do VSD cấp lần đầu ngày 22/12/2009, Số 199/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 04/10/2010"
Tổng số chứng khoán đăng ký:,2.141.928 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.419.280.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
