Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước sạch số 2 Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước sạch số 2 Hà Nội
Mã chứng khoán:,NS2
Mã ISIN:,VN000000NS23
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 102/2016/GCCXH-VSD do VSD cấp lần đầu ngày 20/09/2016
Tổng số chứng khoán đăng ký:,56.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,568.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
