Keys,Values
Tên TCPH:,"
Công ty cổ phần HESTIA
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần HESTIA
Mã chứng khoán:,HSA
Mã ISIN:,VN000000HSA1
Loại chứng khoán:,Cổ phiếu phổ thông 
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 187/2016/GCNCP-VSD do VSD cấp lần đầu ngày 12/12/2016, số  187/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 26/11/2018"
Tổng số chứng khoán đăng ký:,7.872.727 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,78.727.270.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
