Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Nông sản Thực phẩm Cà Mau
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Nông sản Thực phẩm Cà Mau
Mã chứng khoán:,CAF
Mã ISIN:,VN000000CAF9
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 86/2018/GCNCP-VSD do VSD cấp ngày 12/10/2018
Tổng số chứng khoán đăng ký:,6.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,66.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
