Keys,Values
Tên TCPH:,"
CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn
Mã chứng khoán:,PSC
Mã ISIN:,VN000000PSC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 66/2006/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 25/12/2006, số 66/2006/GCNCP-VSD-3 thay đổi lần 3 ngày 22/7/2015"
Tổng số chứng khoán đăng ký:,7.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,72.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
