Keys,Values
Tên TCPH:,"
Công ty cổ phần Bến bãi Vận tải Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bến bãi Vận tải Sài Gòn
Mã chứng khoán:,TPS
Mã ISIN:,VN000000TPS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 100/2015/GCNCP-VSD do VSD cấp ngày 26/10/2015, Số: 100/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 21/11/2017"
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
