Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán Tiên Phong
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Chứng khoán Tiên Phong
Mã chứng khoán:,ORS
Mã ISIN:,VN000000ORS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 152/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 02/07/2010, số 152/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 02/08/2021"
Tổng số chứng khoán đăng ký:,200.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
