Keys,Values
Tên TCPH:,"
Công ty cổ phần Bảo vệ thực vật Sài Gòn
"
Tên chứng khoán:,Cổ phiếu CTCP Bảo vệ thực vật Sài Gòn
Mã chứng khoán:,SPC
Mã ISIN:,VN000000SPC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"116/2010/GCNCP-VSD-1 do VSD cấp lần đầu ngày 12/05/2010, cấp thay đổi lần 1 ngày 23/3/2011"
Tổng số chứng khoán đăng ký:,10.530.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,105.300.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
