Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CFPT03MBS20CE
Mã chứng quyền:,CFPT2017
Mã ISIN:,VN0CFPT20177
Mã chứng khoán cơ sở:,FPT
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty Cổ phần FPT
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,"4,5 tháng"
Ngày đáo hạn:,26/04/2021
Tỷ lệ chuyển đổi:,4:1
Giá thực hiện:,54.800  đồng
Giá phát hành lần đầu:,2.340  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   225/2020/GCNCW-VSD do VSD cấp lần đầu ngày 24/12/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.400.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,5.616.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.400.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
