Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Đầu tư SHB
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Đầu tư SHB
Mã chứng khoán:,SCC
Mã ISIN:,VN000000SCC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 34/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 14/12/2006, số 34/2006/GCNCP-TTLK-3 cấp thay đổi lần 3 ngày 12/04/2021"
Tổng số chứng khoán đăng ký:,4.884.900 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,48.849.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
