Keys,Values
Tên TCPH:,"
Công ty CP Phát triển hạ tầng Kỹ thuật
"
Tên chứng khoán:,Cổ phiếu Công ty CP Phát triển hạ tầng Kỹ Thuật
Mã chứng khoán:,IJC
Mã ISIN:,VN000000IJC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 47/2010/GCNCP-VSD-1 cấp lần đầu ngày 31/3/2010, số 47/2010/GCNCP-VSD-2 thay đổi lần 2 ngày 14/04/2017"
Tổng số chứng khoán đăng ký:,217.097.323 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.170.973.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
