Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và phát triển Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam
Mã chứng khoán:,BSI
Mã ISIN:,VN000000BSI7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 52/2011/GCNCP-VSD doVSD cấp lần đầu ngày 12/07/2011, số 52/2011/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 19/07/2019"
Tổng số chứng khoán đăng ký:,122.070.078 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.220.700.780.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
