Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán SME
"
Tên chứng khoán:,Cổ phiếu CTCP Chứng khoán SME
Mã chứng khoán:,SME
Mã ISIN:,VN000000SME3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"số 14/2009/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 12/06/2009, số 14/2009/GCNCP-VSD-1 do VSD cấp thay đổi lần 1 ngày 29/11/2010"
Tổng số chứng khoán đăng ký:,22.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,225.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
