Keys,Values
Tên TCPH:,"
Công ty cổ phần Xăng dầu Dầu khí Thái Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xăng dầu Dầu khí Thái Bình
Mã chứng khoán:,POB
Mã ISIN:,VN000000POB1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 174/2017/GCNCP-VSD do VSD cấp ngày 13/09/2017
Tổng số chứng khoán đăng ký:,10.900.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,109.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
