Keys,Values
Tên TCPH:,"
Công ty cổ phần Sứ kỹ thuật Hoàng Liên Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sứ kỹ thuật Hoàng Liên Sơn
Mã chứng khoán:,HLS
Mã ISIN:,VN000000HLS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 70/2017/GCNCP-VSD do VSD cấp lần đầu ngày 30/03/2017, Số 70/2017/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 06/07/2021"
Tổng số chứng khoán đăng ký:,9.628.634 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,96.286.340.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
