Keys,Values
Tên TCPH:,"
Uỷ ban nhân dân tỉnh Quảng Ninh
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh năm 2015
Mã chứng khoán:,QNGB15364
Mã ISIN:,VNQNGB153641
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,08/2016/GCNTP-VSD do VSD cấp ngày 07/01/2016 
Tổng số chứng khoán đăng ký:,5.500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,550.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành
Lãi suất:,"7,38%/năm"
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau, mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Lãi trái phiếu được bảo lưu, không tính nhập gốc. Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn."
Kỳ hạn:,05 năm
Ngày phát hành:,31/12/2015
Ngày đáo hạn:,31/12/2020
Nơi quản lý tại VSD:,Trụ sở chính
